,Frequency,FrequencyCode,Indicator,IndicatorCategory,IndicatorCategoryCode,IndicatorCode,PartnerEconomy,PartnerEconomyCode,Period,PeriodCode,ProductOrSector,ProductOrSectorClassification,ProductOrSectorClassificationCode,ProductOrSectorCode,ReportingEconomy,ReportingEconomyCode,Unit,UnitCode,Value,Year
3989,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sri Lanka,144,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,11984.0,2016
3990,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,10833185.0,2016
3991,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,274518.0,2016
3992,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Colombia,170,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,1911.0,2016
3993,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,9978.0,2016
3994,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,3397.0,2016
3995,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,10607991.0,2016
3996,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,698881.0,2016
3997,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,26152.0,2016
3998,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,342717.0,2016
3999,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,84042.0,2016
4000,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,205360.0,2016
4001,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,66211.0,2016
4002,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,7315027.0,2016
4003,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,4587.0,2016
4004,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,112.0,2016
4005,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Korea, Republic of",410,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,62267.0,2016
4006,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,18113.0,2016
4007,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Libya,434,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,58234.0,2016
4008,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Liechtenstein,438,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,326.0,2016
4009,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Madagascar,450,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,507.0,2016
4010,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,270.0,2016
4011,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,6796.0,2016
4012,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mauritius,480,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,1161.0,2016
4013,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,589.0,2016
4014,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Moldova, Republic of",498,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,1091.0,2016
4015,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,63383.0,2016
4016,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,33736.0,2016
4017,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Pakistan,586,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,77126.0,2016
4018,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Philippines,608,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,15178.0,2016
4019,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,30076.0,2016
4020,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,5384227.0,2016
4021,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,85663.0,2016
4022,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Saudi Arabia, Kingdom of",682,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,58362.0,2016
4023,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovak Republic,703,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,2726.0,2016
4024,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Viet Nam,704,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,142609.0,2016
4025,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Slovenia,705,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,410.0,2016
4026,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,South Africa,710,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,782.0,2016
4027,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,648560.0,2016
4028,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Sweden,752,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,4923.0,2016
4029,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Switzerland,756,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,34084.0,2016
4030,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Thailand,764,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,2298.0,2016
4031,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Arab Emirates,784,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,2083.0,2016
4032,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,888180.0,2016
4033,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ukraine,804,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,6431.0,2016
4034,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Egypt,818,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,19995.0,2016
4035,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United Kingdom,826,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,42827.0,2016
4036,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,United States of America,840,Annual,A,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",Harmonized System,HS,42,Tunisia,788,US$,USD,132796.0,2016
4037,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,192074.0,2016
4038,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,438.0,2016
4039,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,42979.0,2016
4040,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,25218.0,2016
4041,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,5430.0,2016
4042,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,3455.0,2016
4043,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,2811.0,2016
4044,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,65345.0,2016
4045,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Spain,724,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,45.0,2016
4046,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Turkey,792,Annual,A,Furskins and artificial fur; manufactures thereof,Harmonized System,HS,43,Tunisia,788,US$,USD,46353.0,2016
4047,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,World,000,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,180035873.0,2016
4048,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Algeria,012,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,3263.0,2016
4049,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Austria,040,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,17716958.0,2016
4050,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Belgium,056,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,314386.0,2016
4051,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Brazil,076,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,105457.0,2016
4052,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Bulgaria,100,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,296434.0,2016
4053,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Myanmar,104,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,182.0,2016
4054,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Cameroon,120,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,1741144.0,2016
4055,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Canada,124,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,45693.0,2016
4056,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,China,156,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,4370336.0,2016
4057,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Chinese Taipei,158,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,30580.0,2016
4058,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Congo,178,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,586032.0,2016
4059,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Czech Republic,203,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,788184.0,2016
4060,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Denmark,208,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,3782.0,2016
4061,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Estonia,233,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,1867132.0,2016
4062,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Finland,246,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,24916851.0,2016
4063,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,France,250,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,12818534.0,2016
4064,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Gabon,266,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,522869.0,2016
4065,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Germany,276,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,3711554.0,2016
4066,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Greece,300,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,203855.0,2016
4067,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,"Hong Kong, China",344,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,89933.0,2016
4068,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Hungary,348,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,335117.0,2016
4069,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,India,356,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,40826.0,2016
4070,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Indonesia,360,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,110801.0,2016
4071,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Ireland,372,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,49336.0,2016
4072,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Italy,380,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,24251703.0,2016
4073,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Côte d'Ivoire,384,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,926974.0,2016
4074,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Japan,392,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,1744.0,2016
4075,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Jordan,400,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,37.0,2016
4076,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lebanese Republic,422,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,1861.0,2016
4077,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Latvia,428,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,1949479.0,2016
4078,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Lithuania,440,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,206564.0,2016
4079,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malaysia,458,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,38510.0,2016
4080,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Malta,470,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,5.0,2016
4081,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Mexico,484,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,144.0,2016
4082,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Morocco,504,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,336.0,2016
4083,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Netherlands,528,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,74249.0,2016
4084,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Norway,578,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,805145.0,2016
4085,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Poland,616,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,97371.0,2016
4086,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Portugal,620,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,13393141.0,2016
4087,Annual,A,"Bilateral imports by detailed HS codes (2,4,6 digit)",Bilateral imports,TPM_HS,HS_M_0010,Romania,642,Annual,A,Wood and articles of wood; wood charcoal,Harmonized System,HS,44,Tunisia,788,US$,USD,8580537.0,2016
